comment,cleaned_comment,case_folding,normalization,label,text_en
"Gw pengguna iphone dari 4s sampe 12 pro max, tadinya pas 11 ke 12 itu serasa sama tapi ya udah lah tapi 13 bahkan sampe 17 sekarang kayaknya monoton gini desain nya, setidaknya kalo mau gini gapapa tapi buat lah yang baru coba coba contoh kayak iphone SE gitu tpi dengan inovasi yang visioner gitu, pokonya dari iphone 12 pro max seri selanjutnya pengen ada gebrakan yang mencolok dan kenyataanya sampe 17 sekarang sama saja jadi bukan saya anti iphone atau andro, rencananya kalo gini gini aja gw lebih tertarik andro lebih unik dan variatif",Gw pengguna iphone dari 4s sampe 12 pro max tadinya pas 11 ke 12 itu serasa sama tapi ya udah lah tapi 13 bahkan sampe 17 sekarang kayaknya monoton gini desain nya setidaknya kalo mau gini gapapa tapi buat lah yang baru coba coba contoh kayak iphone SE gitu tpi dengan inovasi yang visioner gitu pokonya dari iphone 12 pro max seri selanjutnya pengen ada gebrakan yang mencolok dan kenyataanya sampe 17 sekarang sama saja jadi bukan saya anti iphone atau andro rencananya kalo gini gini aja gw lebih tertarik andro lebih unik dan variatif,gw pengguna iphone dari 4s sampe 12 pro max tadinya pas 11 ke 12 itu serasa sama tapi ya udah lah tapi 13 bahkan sampe 17 sekarang kayaknya monoton gini desain nya setidaknya kalo mau gini gapapa tapi buat lah yang baru coba coba contoh kayak iphone se gitu tpi dengan inovasi yang visioner gitu pokonya dari iphone 12 pro max seri selanjutnya pengen ada gebrakan yang mencolok dan kenyataanya sampe 17 sekarang sama saja jadi bukan saya anti iphone atau andro rencananya kalo gini gini aja gw lebih tertarik andro lebih unik dan variatif,gue pengguna iphone dari 4s sampai 12 pro max tadinya pas 11 ke 12 itu serasa sama tapi ya sudah lah tapi 13 bahkan sampai 17 sekarang kayaknya monoton begini desain ya setidaknya kalau mau begini gapapa tapi buat lah yang baru coba coba contoh kayak iphone se begitu tapi dengan inovasi yang visioner begitu pokoknya dari iphone 12 pro max seri selanjutnya pengin ada gebrakan yang mencolok dan kenyataanya sampai 17 sekarang sama saja jadi bukan saya anti iphone atau andro rencananya kalau begini begini saja gue lebih tertarik andro lebih unik dan variatif,0,"I'm an iPhone user from 4s to 12 Pro Max, before from 11 to 12 it felt the same but that's it, but from 13 to 17 now it seems like it's monotonous like this design, at least if you want it like this, that's fine, but make a new one, try an example like the iPhone SE, but with visionary innovation, that's the main thing about the iPhone 12 Pro Max, the next series, I want to have a striking breakthrough and in fact, up to 17 now it's the same, so I'm not anti-iphone or not.Andro, the plan is that if it's like this, I'm more interested in Andro, which is more unique and varied"
malah bagusan 16 pro kameranya??.  gk jdi upgrede dah??,malah bagusan 16 pro kameranya  gk jdi upgrede dah,malah bagusan 16 pro kameranya  gk jdi upgrede dah,malah bagusan 16 pro kameranya tidak jadi upgrede sudah,0,"In fact, it's good that the 16 Pro camera hasn't been upgraded yet"
"Hp dikuasai china,,,dari Xiaomi, Huawei, Iphone , samsung dll. Gak usah gengsi2an , cari yg murah dan berkualitas.",Hp dikuasai chinadari Xiaomi Huawei Iphone  samsung dll Gak usah gengsi2an  cari yg murah dan berkualitas,hp dikuasai chinadari xiaomi huawei iphone  samsung dll gak usah gengsi2an  cari yg murah dan berkualitas,hp dikuasai chinadari xiaomi huawei iphone samsung dll tidak usah gengsi2an cari yang murah dan berkualitas,1,"cellphones controlled by China, from Xiaomi, Huawei, iPhone, Samsung, etc., you don't have to worry about looking for something cheap and high quality."
Kalau begitu saya gak jadi beli aja??,Kalau begitu saya gak jadi beli aja,kalau begitu saya gak jadi beli aja,kalau begitu saya tidak jadi beli saja,0,Then I won't just buy it
Mahal ?? dan gak greget??,Mahal  dan gak greget,mahal  dan gak greget,mahal dan tidak greget,0,expensive and not exciting
"biar autorotate kayanya harus lebih dari 2 orang bang, 3-4 orang mungkin hehe",biar autorotate kayanya harus lebih dari 2 orang bang 34 orang mungkin hehe,biar autorotate kayanya harus lebih dari 2 orang bang 34 orang mungkin hehe,biar autorotate kayanya harus lebih dari 2 orang abang 34 orang mungkin hehe,1,biar autorotate kayanya harus lebih dari 2 orang abang 34 orang mungkin hehe
"Cuma si David ini yg menunjukkan ekspresi kalau design dan warna 17pro (oren) terlihat kurang enak dipandang, kayak kesan mewah penyandang nama pro nya hilang. Sedangkan YouTuber lainnya tetap membenarkan kalau itu design dan warna yg bagus. Tapi ya sebagai reviewer harus jujur. Reviewer itu bukan fanboy",Cuma si David ini yg menunjukkan ekspresi kalau design dan warna 17pro oren terlihat kurang enak dipandang kayak kesan mewah penyandang nama pro nya hilang Sedangkan YouTuber lainnya tetap membenarkan kalau itu design dan warna yg bagus Tapi ya sebagai reviewer harus jujur Reviewer itu bukan fanboy,cuma si david ini yg menunjukkan ekspresi kalau design dan warna 17pro oren terlihat kurang enak dipandang kayak kesan mewah penyandang nama pro nya hilang sedangkan youtuber lainnya tetap membenarkan kalau itu design dan warna yg bagus tapi ya sebagai reviewer harus jujur reviewer itu bukan fanboy,cuma sih david ini yang menunjukkan ekspresi kalau design dan warna 17pro oren terlihat kurang enak dipandang kayak kesan mewah penyandang nama pro ya hilang sedangkan youtuber lainnya tetap membenarkan kalau itu design dan warna yang bagus tapi ya sebagai reviewer harus jujur reviewer itu bukan fanboy,0,"It's just David who expressed that the design and color of the orange 17pro doesn't look pleasing to the eye, like the luxurious impression of the pro name is gone, while other YouTubers still confirm that it's a good design and color, but yes, as a reviewer, you have to be honest, the reviewer is not a fanboy."
cuma dapit doank melihat 17pro agak2 gmn gtuuu... &quot;mirip poco desain dan warnanya&quot; keceplosan juga sarkasnya ????,cuma dapit doank melihat 17pro agak2 gmn gtuuu quotmirip poco desain dan warnanyaquot keceplosan juga sarkasnya ,cuma dapit doank melihat 17pro agak2 gmn gtuuu quotmirip poco desain dan warnanyaquot keceplosan juga sarkasnya ,cuma dapit doang melihat 17pro agak2 bagaimana gtuuu quotmirip poco desain dan warnanyaquot keceplosan juga sarkasnya,0,"I can only see the 17 Pro, it's a bit like that, ""it's similar to Poco, the design and color"" is blunt and sarcastic"
Awal Kehancuran Apple ????,Awal Kehancuran Apple ,awal kehancuran apple ,awal kehancuran apple,0,the beginning of Apple's demise
"Warning, komenku akan terlihat seperti pembela apple..<br>argumen iphone mirror selfie itu sudah ngga valid lagi.. Apalagi di level company &quot;Yak next iphone kita bikin kamera seperti ini dengan tujuan buat market mirror selfie ya&quot; Terlalu receh<br><br>Masalah kestabilan brand, bukannnya apple ya dibanding samsung? argumenku, karena apple kontrol supply chain SOC sama teknologi nya sendiri. Beda dengan samsung yg SOC nya masih bergantung ke snapdragon.",Warning komenku akan terlihat seperti pembela appleargumen iphone mirror selfie itu sudah ngga valid lagi Apalagi di level company quotYak next iphone kita bikin kamera seperti ini dengan tujuan buat market mirror selfie yaquot Terlalu recehMasalah kestabilan brand bukannnya apple ya dibanding samsung argumenku karena apple kontrol supply chain SOC sama teknologi nya sendiri Beda dengan samsung yg SOC nya masih bergantung ke snapdragon,warning komenku akan terlihat seperti pembela appleargumen iphone mirror selfie itu sudah ngga valid lagi apalagi di level company quotyak next iphone kita bikin kamera seperti ini dengan tujuan buat market mirror selfie yaquot terlalu recehmasalah kestabilan brand bukannnya apple ya dibanding samsung argumenku karena apple kontrol supply chain soc sama teknologi nya sendiri beda dengan samsung yg soc nya masih bergantung ke snapdragon,warning komenku akan terlihat seperti pembela appleargumen iphone mirror selfie itu sudah tidak valid lagi apalagi di level company quotyak next iphone kita bikin kamera seperti ini dengan tujuan buat market mirror selfie yaquot terlalu recehmasalah kestabilan brand bukannnya apple ya dibanding samsung argumenku karena apple kontrol supply chain soc sama teknologi ya sendiri beda dengan samsung yang soc ya masih bergantung ke snapdragon,1,"Warning: My comment will look like an Apple defender's argument that the iPhone mirror selfie is no longer valid, especially at the company level, ""Well, next iPhone, we will make a camera like this with the aim of creating a market for mirror selfies,"" that's too trivial. The issue of brand stability is not Apple, compared to Samsung. My argument is because Apple controls the SOC supply chain with the same technology, which is different from Samsung, whose SOC still depends on Snapdragon."
paling suka sma iPhone dri dlu tuh cuma di ukurannya aja yg enak bnget ditangan pas. ga kya android jman skrng behh kegedean pisan??,paling suka sma iPhone dri dlu tuh cuma di ukurannya aja yg enak bnget ditangan pas ga kya android jman skrng behh kegedean pisan,paling suka sma iphone dri dlu tuh cuma di ukurannya aja yg enak bnget ditangan pas ga kya android jman skrng behh kegedean pisan,paling suka sama iphone dari dulu tuh cuma di ukurannya saja yang enak banget ditangan pas tidak kaya android jman sekarang behh kegedean pisan,2,"I've always liked the iPhone the most, it's just the size, it's really nice to hold in the hand, it's not like today's Androids, it's really big"
TIM TETAP IP 16  Pro Karena Desain,TIM TETAP IP 16  Pro Karena Desain,tim tetap ip 16  pro karena desain,tim tetap iphone 16 pro karena desain,1,the team keeps the iphone 16 pro because of the design
"IPhone 17 Pro menang di kontras warna, kalo di banding IPhone 16 Pro. Untuk detail masih menang IPhone 16 Pro.",IPhone 17 Pro menang di kontras warna kalo di banding IPhone 16 Pro Untuk detail masih menang IPhone 16 Pro,iphone 17 pro menang di kontras warna kalo di banding iphone 16 pro untuk detail masih menang iphone 16 pro,iphone 17 pro menang di kontras warna kalau di banding iphone 16 pro untuk detail masih menang iphone 16 pro,0,iphone 17 pro menang di kontras warna kalau di banding iphone 16 pro untuk detail masih menang iphone 16 pro
Jadi teringat Si Oren Sony Ericsson Walkman gue??????,Jadi teringat Si Oren Sony Ericsson Walkman gue,jadi teringat si oren sony ericsson walkman gue,jadi teringat sih oren sony ericsson walkman gue,1,jadi teringat sih oren sony ericsson walkman gue
30 juta yaa????,30 juta yaa,30 juta yaa,30 juta ya,0,30 million huh
Gila pajaknya besar banget. Tapi k mana pajak kita itu yaaa,Gila pajaknya besar banget Tapi k mana pajak kita itu yaaa,gila pajaknya besar banget tapi k mana pajak kita itu yaaa,gila pajaknya besar banget tapi ke mana pajak kita itu ya,0,gila pajaknya besar banget tapi ke mana pajak kita itu ya
sebahagia itu ya user Apple,sebahagia itu ya user Apple,sebahagia itu ya user apple,sebahagia itu ya user apple,0,"That's how happy you are, Apple users"
"Secara ukuran dan selera, saya lebih suka iphone. Tapi secara biaya, dompet saya milih itel ??",Secara ukuran dan selera saya lebih suka iphone Tapi secara biaya dompet saya milih itel ,secara ukuran dan selera saya lebih suka iphone tapi secara biaya dompet saya milih itel ,secara ukuran dan selera saya lebih suka iphone tapi secara biaya dompet saya memilih itel,2,"In terms of size and taste, I prefer the iPhone, but in terms of wallet cost, I choose the Itel"
iphone 17 belakangnya kaya poco jadul,iphone 17 belakangnya kaya poco jadul,iphone 17 belakangnya kaya poco jadul,iphone 17 belakangnya kayak poco jadul,0,The back of the iPhone 17 looks like an old school Poco
Desain dan warnanya lebih fun gada keaan kalem dan elegany cukup segmented,Desain dan warnanya lebih fun gada keaan kalem dan elegany cukup segmented,desain dan warnanya lebih fun gada keaan kalem dan elegany cukup segmented,desain dan warnanya lebih fun keaan kalem dan elegany cukup segmented,0,desain dan warnanya lebih fun keaan kalem dan elegany cukup segmented
"Apple skrg ga kaya jaman Steve Job. Apple skrg tu lebih mentingin bisnis, bukan lg mengedepankan inovasi, bentar lg kya Nokia dan Rim ni Apple. Brand mana pun klo idealis bakal kelar ujung²nya.  Hampir sudah ga ada lagi inovasi Apple di iphone terbaru, cuma sekedar peningkatan kinerja aja dan gimmick² yg ga terlalu penting. Klo ada misalnya yg komentar &quot;mang lu punya brand, mangnya lu pernah buat apa, dll&quot; hey.. yg kalian komentarin bgitu ga da di gaji ma Apple, ngapain jg repot² cuma biar bisa berkomentar, toh ujung²nya konsumen jg yg di untungkan. Be smart buyer, reviewer udah byk, cari apa yg di butuhkan, cocok sama ekspetasimu, silahkan beli. Ga cocok, cari yg lain. Jgn terpaku sama 1 brand. Brand ga bakal membantu dalam dunia teknologi klo ga ada inovasi.",Apple skrg ga kaya jaman Steve Job Apple skrg tu lebih mentingin bisnis bukan lg mengedepankan inovasi bentar lg kya Nokia dan Rim ni Apple Brand mana pun klo idealis bakal kelar ujungnya  Hampir sudah ga ada lagi inovasi Apple di iphone terbaru cuma sekedar peningkatan kinerja aja dan gimmick yg ga terlalu penting Klo ada misalnya yg komentar quotmang lu punya brand mangnya lu pernah buat apa dllquot hey yg kalian komentarin bgitu ga da di gaji ma Apple ngapain jg repot cuma biar bisa berkomentar toh ujungnya konsumen jg yg di untungkan Be smart buyer reviewer udah byk cari apa yg di butuhkan cocok sama ekspetasimu silahkan beli Ga cocok cari yg lain Jgn terpaku sama 1 brand Brand ga bakal membantu dalam dunia teknologi klo ga ada inovasi,apple skrg ga kaya jaman steve job apple skrg tu lebih mentingin bisnis bukan lg mengedepankan inovasi bentar lg kya nokia dan rim ni apple brand mana pun klo idealis bakal kelar ujungnya  hampir sudah ga ada lagi inovasi apple di iphone terbaru cuma sekedar peningkatan kinerja aja dan gimmick yg ga terlalu penting klo ada misalnya yg komentar quotmang lu punya brand mangnya lu pernah buat apa dllquot hey yg kalian komentarin bgitu ga da di gaji ma apple ngapain jg repot cuma biar bisa berkomentar toh ujungnya konsumen jg yg di untungkan be smart buyer reviewer udah byk cari apa yg di butuhkan cocok sama ekspetasimu silahkan beli ga cocok cari yg lain jgn terpaku sama 1 brand brand ga bakal membantu dalam dunia teknologi klo ga ada inovasi,apple sekarang tidak kayak jaman steve job apple sekarang itu lebih mentingin bisnis bukan lagi mengedepankan inovasi bentar lagi kaya nokia dan rim nih apple brand mana pun kalau idealis bakal kelar ujungnya hampir sudah tidak ada lagi inovasi apple di iphone terbaru cuma sekedar peningkatan kinerja saja dan gimmick yang tidak terlalu penting kalau ada misalnya yang komentar quotmang kamu punya brand mangnya kamu pernah buat apa dllquot hey yang kalian mengomentari begitu tidak dah di gaji sama apple mengapai juga repot cuma biar bisa berkomentar toh ujungnya konsumen juga yang di untungkan be smart buyer reviewer sudah banyak cari apa yang di butuhkan cocok sama ekspetasimu silakan beli tidak cocok cari yang lain jangan terpaku sama 1 brand brand tidak bakal membantu dalam dunia teknologi kalau tidak ada inovasi,0,"Apple now is not like Steve Job's era. Apple now is more concerned with business, no longer prioritizing innovation. Soon it will be like Nokia and Rim. Any Apple brand, if you are idealistic, will end up with almost no more Apple innovation in the latest iPhone, just improving performance and gimmicks that are not that important, if there are, for example, those who comment, ""Do you have a brand, but what have you done, etc.,"" Hey, those of you who comment like that, don't get paid by Apple, why bother just so you can comment?After all, in the end, consumers are also the ones who benefit from being smart buyers. Reviewers have already searched a lot for what they need according to your expectations. Please buy if it doesn't suit you. Look for something else. Don't stick to one brand. Brands won't help in the world of technology if there is no innovation."
